100 0.000253
500 0.000285
1000 0.000495
2000 0.000898
3000 0.000434
4000 0.001703
5000 0.002386
6000 0.002633
7000 0.002967
8000 0.003417
9000 0.003945
10000 0.006167
20000 0.008307
30000 0.012880
50000 0.021845
1000000 0.022472
5000000 0.050718
